date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-09-23,16.7,8.5,23.3,0,,108,9.7,34.9,1013.9,612
2019-09-24,15.4,12.8,18.6,0,,123,6.5,15.1,1012.7,72
2019-09-25,14.9,11,17.1,2.1,,151,6.1,18,1006.9,0
2019-09-26,15.5,10.1,20.5,0.1,,199,6.8,20.9,1011.2,348
2019-09-27,15.1,12,17.1,11.4,,205,7.9,38.2,1010,6
2019-09-28,14.3,11.7,19.1,8,,218,11.5,46.1,1010.8,246
2019-09-29,14.7,12.8,17,8,,210,12.6,37.8,1003.4,42
2019-09-30,14.6,10.9,17.4,2.6,,255,24.1,79.9,1000,84
2019-10-01,13.9,10.7,17.3,13.7,,217,13,33.5,1001.9,6
2019-10-02,10.4,7.3,14,2,,311,14.4,42.8,1004.8,192
2019-10-03,9.6,7.3,12.5,0.8,,285,16.6,40.7,1012.5,48
2019-10-04,8.8,4.6,11.6,22.5,,139,8.3,26.3,1010.6,120
2019-10-05,8.6,4.4,11.7,0,,48,17.3,42.1,1014,126
2019-10-06,6.5,2.3,11.5,0,,85,9.4,28.1,1020.9,468
2019-10-07,6.5,0.3,12.5,0,,64,4.3,17.6,1020.1,462
2019-10-08,10.1,5.3,13.2,2.5,,200,11.2,31,1008.1,0
2019-10-09,12.6,10,16.1,1.6,,221,12.6,34.2,1006.8,210
2019-10-10,11.4,9.6,15.5,2.4,,246,15.5,47.9,1010.1,282
2019-10-11,13.1,9.5,15.8,1,,216,16.9,48.2,1013,42
2019-10-12,16.6,14.5,20.2,0,,223,15.1,48.6,1010.5,324
2019-10-13,19.5,14.7,24.7,0,,194,10.8,29.9,1012.2,312
2019-10-14,18.6,14.9,23,0,,208,10.1,23.8,1013.9,564
2019-10-15,16.1,11.6,21.9,0,,118,7.9,24.1,1007.7,546
2019-10-16,12.1,10.1,14.5,7.3,,212,12.6,47.5,1008.6,0
2019-10-17,14.9,12.1,18.1,0.4,,200,10.1,35.3,1012.9,36
2019-10-18,14.8,10.2,19.3,2.1,,193,10.8,37.4,1010.6,366
2019-10-19,12.4,9.2,16.2,0.1,,171,9.4,30.6,1010.6,36
2019-10-20,15,11.5,20.6,0,,147,6.1,19.4,1011.2,330
2019-10-21,14.6,10,18.5,0,,170,5,16.2,1017.5,66
2019-10-22,12.9,8.4,18.4,0,,274,6.8,19.8,1023.8,276
2019-10-23,12.1,6,17.2,0,,90,9.4,26.3,1019.9,372
2019-10-24,13.8,11.5,16.9,0,,136,9.7,23,1011.3,12
2019-10-25,14.5,11.7,18.6,0,,227,11.5,42.5,1018.4,324
2019-10-26,14.6,11.1,18.2,0,,205,14.4,38.2,1016,438
2019-10-27,11.9,6.2,16.8,0.5,,244,15.5,60.8,1015.7,0
2019-10-28,8.4,5.5,12.3,1,,261,13,37.1,1020.2,354
2019-10-29,5.3,1.4,9.4,0,,333,9.4,21.2,1025.1,210
2019-10-30,3.1,-1.7,9.2,0,,60,4,14.8,1030.8,396
2019-10-31,2.1,-3.1,7.2,0,,115,5.4,16.6,1027.8,474
2019-11-01,3,-1.9,6.8,1.5,,137,13,37.8,1014,306
2019-11-02,11.3,6.8,16.3,0.2,,177,10.4,25.9,994.7,12
2019-11-03,10.9,7.9,12.7,3.2,,148,8.3,23.8,990.8,0
2019-11-04,10.4,8.5,13,5,,195,7.9,26.3,990.5,24
2019-11-05,9.5,8.2,11.4,0.8,,224,9.7,26.3,995.8,6
2019-11-06,8.2,6.1,9.2,1.4,,247,9.7,22,1000.3,0
2019-11-07,8.3,5.9,11.6,0,,164,7.9,20.5,1003.9,54
2019-11-08,7.3,2.7,10.1,1.3,,84,8.6,25.2,1007.2,36
2019-11-09,6.9,4.7,7.8,0.3,,286,10.1,29.2,1006.9,0
2019-11-10,5.4,2.2,9.7,0,,231,4.7,15.8,1014,378
2019-11-11,2.9,0.4,7.1,0,,145,10.4,29.9,1012,252
2019-11-12,4.4,0.9,7.4,0,,170,10.1,24.1,1006.5,30
2019-11-13,5,3.5,6.8,0,,172,7.9,19.4,1003.5,0
2019-11-14,5.4,3.4,9,0,,141,12.2,43.2,1009.3,390
2019-11-15,7.2,3.9,9.6,0.9,,97,19.8,52.2,1006.7,18
2019-11-16,6.3,2,8.9,1.3,,170,11.2,38.2,1008,0
2019-11-17,4.3,-1,8.5,1.3,,69,9.7,26.3,1012.3,0
2019-11-18,8.1,4,11.3,0.6,,151,11.5,32.8,1007,0
2019-11-19,6.5,4.2,8.6,6,,201,13,43.9,1016.1,228
2019-11-20,5.5,5,6.2,0,,18,6.5,18.4,1018.6,0
2019-11-21,8.2,6,9.8,4.3,,92,10.4,22,1012.1,0
2019-11-22,8.7,6.8,10.2,0,,134,10.1,27.7,1010.9,12
2019-11-23,5.9,2.8,8.3,0,,87,19.4,38.2,1009.2,150
2019-11-24,4.3,2.8,6.5,0,,83,17.6,34.9,1011.4,90
2019-11-25,4.3,3.6,4.9,0,,96,12.2,24.1,1012.7,0
2019-11-26,6.3,3.9,8.1,0,,162,9.4,27.7,1007.9,0
2019-11-27,6.5,4.9,8,2.5,,157,12.2,29.2,998.2,0
2019-11-28,10.1,7.4,12.6,1.4,,202,17.6,46.1,991.9,144
2019-11-29,5.5,0,9.5,0,,276,23.4,53.6,1002.9,36
2019-11-30,1.8,-1.3,5,0,,265,10.4,28.1,1020.8,192
2019-12-01,2.7,1.2,3.7,0,,245,5.8,15.1,1022.4,0
2019-12-02,3.2,1.6,4.8,0.5,,280,15.5,34.9,1020.3,0
2019-12-03,3,-0.8,5.8,0.1,,247,9.7,25.9,1026,204
2019-12-04,4.4,0.1,7.3,0,,223,10.1,24.8,1023.7,192
2019-12-05,1.1,-1.3,4.7,0,,189,9,25.9,1019.7,384
2019-12-06,2.4,-0.4,5.7,5.3,,210,17.3,42.5,1010.4,0
2019-12-07,8,5.7,9.7,0.9,,243,20.5,48.2,1006.8,0
2019-12-08,9.2,7.7,11.4,0.5,,224,18.7,49.3,1002.7,6
2019-12-09,7.4,4.6,9.9,2,,222,16.2,40.7,1000.4,210
2019-12-10,3.5,1,6.3,0,,262,15.5,37.8,1020.4,360
2019-12-11,2.8,0.7,4.4,1.1,,175,11.9,30.2,1011.8,0
2019-12-12,2.3,0.9,4,0,,191,10.4,24.8,1002.4,0
2019-12-13,1.3,-0.5,2.8,0.5,,128,13.7,32.8,986.7,174
2019-12-14,3.8,2.1,5.7,4.9,,213,14,70.9,989.4,6
2019-12-15,5.9,2.5,9.8,2,,213,16.2,39.2,1001.5,102
2019-12-16,6.3,4.3,8.2,0.1,,178,8.6,22,1009.4,0
2019-12-17,8.4,4.7,11.9,0,,172,10.4,24.8,1006.6,6
2019-12-18,8.1,0.2,12,0,,222,10.8,46.8,1015.8,78
2019-12-19,4.3,0.5,7.4,0,,117,9.4,23.8,1016.7,78
2019-12-20,6.8,2.3,10.6,3.6,,138,9.4,23.8,997.3,342
2019-12-21,7.1,2.3,10.3,0,,196,8.3,22.3,993.5,180
2019-12-22,2.8,0.4,5.2,0.1,,127,8.6,19.1,990.4,0
2019-12-23,6.8,5,8.4,1.4,,246,12.6,35.3,1001.7,6
2019-12-24,6.2,4.7,8.3,3,,215,11.2,30.6,1009.9,102
2019-12-25,5.5,3.9,6.1,0.7,,305,15.1,29.9,1014,0
2019-12-26,4.9,3.9,6,0.8,,277,13,28.4,1022.9,24
2019-12-27,3.1,0.8,4.4,0.1,,337,13.3,30.6,1029.7,48
2019-12-28,1.3,-1.4,2.4,0,,339,11.5,23.4,1041.9,0
2019-12-29,0,-3.6,2.3,0,,198,6.8,22.3,1039.4,264
2019-12-30,4.5,1.6,7.2,0,,211,12.6,28.4,1028.6,12
2019-12-31,6,4.2,7.6,0,,284,18.7,44.6,1028,18
2020-01-01,2.7,-1.7,5.7,0,,255,9,30.2,1033.2,90
2020-01-02,0.9,-3.8,6.7,0,,195,6.1,20.2,1027,372
2020-01-03,4.6,1.5,7.2,4.3,,213,15.1,54.4,1017.7,0
2020-01-04,4.2,1.6,5.8,5.7,,280,22.7,62.6,1020.4,0
2020-01-05,1.8,-0.6,3.8,0,,256,11.5,35.3,1032.7,102
2020-01-06,4.9,2.3,7.4,0,,221,10.4,23.8,1027.2,96
2020-01-07,2.7,-0.5,5.8,0.4,,216,8.3,22.3,1024.7,0
2020-01-08,6.4,3.2,8.4,1.6,,211,14.4,36.7,1023.1,0
2020-01-09,8.4,7.2,10,3.9,,199,11.5,31,1016.9,0
2020-01-10,9.4,4.6,11.5,2.1,,234,16.6,50.4,1014.7,132
2020-01-11,4.7,2.5,7.2,0,,262,15.1,36.7,1029.1,102
2020-01-12,3.7,1.3,6.3,0,,215,15.8,37.4,1021.8,276
2020-01-13,5.5,2.1,8.2,0,,210,12.2,34.2,1019.7,42
2020-01-14,7,2,10.2,0,,187,15.1,41,1011.8,6
2020-01-15,10.4,8.2,14,0,,201,15.5,33.8,1014.9,66
2020-01-16,7.7,3.8,11.4,0,,208,9.7,22.7,1027.2,408
2020-01-17,4.7,1.2,9.3,0.1,,154,12.2,38.2,1020.5,384
2020-01-18,5.6,3.8,7.2,0,,234,11.5,34.2,1022.3,180
2020-01-19,4.2,3.4,5,0,,293,10.8,23.4,1034,6
2020-01-20,2.4,0.1,4.9,0,,263,9.7,25.6,1045.5,150
2020-01-21,2.6,-0.5,6.9,0,,246,13,29.9,1039.6,420
2020-01-22,4.3,2.6,6.1,0.1,,288,16.2,38.9,1032.4,0
2020-01-23,3.7,-0.1,6.3,0,,237,8.6,20.5,1032.9,24
2020-01-24,0.4,-2.5,4,0,,233,10.1,30.6,1023.4,390
2020-01-25,0.6,-0.2,1.6,0,,222,10.1,24.1,1022.2,0
2020-01-26,-0.4,-1.8,0.8,0,,205,8.6,21.6,1019.5,0
2020-01-27,5.2,0.6,9.1,2.5,,189,10.8,37.4,1010.3,144
2020-01-28,5.7,2.6,8.9,10.3,,207,16.9,52.6,994.4,126
2020-01-29,4.7,3.1,6.5,0.8,,255,23.8,51.8,1001.3,12
2020-01-30,5.8,2.3,8.6,2.2,,231,18.7,48.6,1006.5,0
2020-01-31,9.9,6.1,11.3,0,,251,18.4,61.2,1003.2,150
2020-02-01,10.9,8,12.7,7.5,,229,16.2,47.5,1002.4,0
2020-02-02,7.4,5.7,8.9,4.3,,260,16.6,47.9,1005.3,0
2020-02-03,7.4,5.6,9.9,3.8,,261,13.7,43.2,1006.8,12
2020-02-04,5.3,3.5,6.8,2,,290,22,55.4,1006.3,36
2020-02-05,3.4,1.7,5.9,0,,315,21.2,52.9,1028.6,432
2020-02-06,4.7,2.6,6.3,0,,277,18,38.2,1028.2,6
2020-02-07,5.8,5,6.5,0,,291,8.6,24.8,1029.6,0
2020-02-08,5.1,1.1,9,0,,169,11.2,31,1024.1,414
2020-02-09,9.5,5.4,13.7,7.9,,196,20.2,60.8,1009.6,330
2020-02-10,7.4,3.7,14.1,6.9,,240,25.2,72,990.4,36
2020-02-11,4.9,3.4,6.9,0,,251,28.1,68.4,996,0
2020-02-12,4.7,3.1,6.8,0,,257,27,64.4,1007.1,30
2020-02-13,3.8,1.4,5.9,0.9,,197,15.1,40.3,1010,186
2020-02-14,4.1,1.9,6,0.4,,278,8.3,28.1,1016,0
2020-02-15,5.6,0.9,11,0,,188,11.5,40.7,1021.2,378
2020-02-16,11.8,7.3,16,1.4,,195,19.4,61.2,1007.7,12
2020-02-17,9.9,7,12,0.4,,237,21.6,70.6,1011.9,36
2020-02-18,7,5,8.3,0.3,,242,19.4,59.4,1017.3,66
2020-02-19,5.4,3.4,6.8,6.2,,244,19.4,53.6,1014,120
2020-02-20,5.1,1.7,7.8,4.7,,211,14,38.9,1016.8,24
2020-02-21,6.2,4.2,8.4,0,,254,22.3,64.1,1019,114
2020-02-22,8.4,5.7,12.6,1.2,,232,24.5,83.9,1015.8,36
2020-02-23,6.8,3.8,8.5,16.4,,261,20.5,74.5,1008.8,0
2020-02-24,5.3,3.7,7.8,7.3,,245,18.4,52.2,1013.4,12
2020-02-25,8,4.1,10.6,3.2,,242,16.9,48.2,996.6,222
2020-02-26,2.9,1.2,4.4,4.1,,243,12.6,35.3,994.8,0
2020-02-27,3.5,1.7,5.9,0.4,,260,11.2,31.3,1001.3,30
2020-02-28,3.9,1.4,8,2.8,,272,16.2,44.3,1011.1,114
2020-02-29,6.8,1,12.1,1.1,,187,15.5,40.3,998.6,174
2020-03-01,7.1,4.4,10.5,2.9,,207,15.5,52.6,996.8,252
2020-03-02,5.9,3.1,8.9,0.3,,160,11.5,38.2,994.2,138
2020-03-03,4.8,3.1,6.9,0.2,,321,13.3,45.4,999,0
2020-03-04,4.8,1.8,9.5,0,,244,11.2,31.3,1009.7,276
2020-03-05,5.3,0.7,10.3,2.9,,149,11.5,33.5,1003.3,294
2020-03-06,5.4,3.7,7.1,6.6,,116,13.3,36,993.8,0
2020-03-07,4.5,2.3,6.8,0.1,,287,19.4,50.4,1011.5,0
2020-03-08,5.3,0.5,9.8,0,,189,10.4,32,1016,84
2020-03-09,7.5,4.8,10.7,1.8,,221,9,24.5,1011.3,48
2020-03-10,6.3,3,10.9,10.6,,206,16.9,56.5,1006.1,30
2020-03-11,10,7.9,12.8,1.5,,257,18.7,54,1007.7,240
2020-03-12,10,5.9,13.4,2.6,,241,24.1,74.2,1005.8,216
2020-03-13,6.4,2.6,9.9,0,,253,24.5,65.2,1011.4,126
2020-03-14,3.7,-1.2,8.7,0,,249,7.9,28.4,1024.6,588
2020-03-15,5.7,-0.9,12.1,0,,159,14.8,42.5,1021,582
2020-03-16,9.5,2.6,17.3,0,,216,9.4,34.9,1019.7,594
2020-03-17,10,3.8,16,0,,238,9,33.5,1027.3,348
2020-03-18,12,6.6,18,0,,226,11.5,35.3,1025.9,546
2020-03-19,10.6,7.5,14.9,0,,281,11.9,29.5,1025.2,72
2020-03-20,7.6,5,9.4,0,,43,11.9,36.7,1026.3,0
2020-03-21,3.8,-0.2,6.9,0,,45,22.3,45.4,1031.3,408
2020-03-22,1.6,-3.1,6,0,,61,15.8,38.9,1037.2,660
2020-03-23,1.3,-4.6,5.8,0,,94,11.2,32.8,1040.1,672
2020-03-24,2.7,-3.7,8.4,0,,118,10.8,33.1,1037.7,678
2020-03-25,3.8,-3.2,10.2,0,,97,15.1,39.2,1033.2,678
2020-03-26,5.6,-1,11.2,0,,90,16.6,39.6,1028.4,648
2020-03-27,9.2,3.5,15.6,0,,62,13.3,28.4,1023.5,642
2020-03-28,7.9,1.2,14.8,0,,349,15.5,36.7,1019.4,642
2020-03-29,2.9,-3.5,5.7,0.1,,,22.3,63,1023.4,18
2020-03-30,0.6,-3.8,3.9,0.7,,287,13.7,38.9,1027.4,138
2020-03-31,1.7,-2.2,5.3,0,,358,10.8,30.2,1029.8,348
2020-04-01,4.7,-1.8,10.7,0,,254,14.8,40,1020.4,582
2020-04-02,7.2,5,11.3,0,,263,16.2,42.5,1010.8,192
2020-04-03,7.5,4.9,11.2,0,,280,20.2,50,1012.7,468
2020-04-04,8,2.5,13,0,,309,7.9,26.6,1025.9,576
2020-04-05,10,2.4,16.3,0,,123,14,44.3,1029.6,726
2020-04-06,13.8,4.9,21.9,0,,142,13.7,39.2,1024.4,726
2020-04-07,13.6,7,19.8,0,,329,11.9,31.3,1030,726
2020-04-08,14.2,5.4,22.2,0,,118,9,26.3,1027.3,726
2020-04-09,12.4,6.2,18,0,,323,15.5,43.6,1023.5,510
2020-04-10,10,2.7,16.4,0,,323,9.7,29.9,1026.4,726
2020-04-11,9.8,2.4,16.2,0,,359,6.1,18.4,1026.4,732
2020-04-12,14.2,2.9,24,2.3,,185,7.9,35.6,1015.4,714
2020-04-13,8,3.6,12.9,0,,311,23,51.5,1014.2,324
2020-04-14,6.2,0.6,11,0,,310,20.9,46.1,1021.5,648
2020-04-15,9.8,4.8,15.6,0,,276,19.1,44.3,1021.4,510
2020-04-16,11.8,5.3,17.9,0,,276,13.3,33.1,1016.9,696
2020-04-17,11.4,5.6,17.8,0,,38,9,31.7,1018,732
2020-04-18,10.6,3.4,16.6,0,,64,13.7,39.2,1018.6,774
2020-04-19,9,5.3,13.1,0,,59,20.2,46.1,1022.8,750
2020-04-20,9.9,3.3,15.1,0,,79,18.4,41.4,1026.5,786
2020-04-21,11,4.7,16.7,0,,80,20.9,47.2,1026.4,786
2020-04-22,12.2,5.1,18.4,0,,73,15.1,39.2,1026.1,792
2020-04-23,14.5,6.4,21.1,0,,86,7.6,27.4,1022.1,786
2020-04-24,14.5,7.2,22.7,0,,269,15.8,54,1008.7,552
2020-04-25,10.9,7.5,15.3,0,,322,18.4,46.1,1010,168
2020-04-26,12.4,4.4,18.7,0,,285,6.5,27.4,1011.2,486
2020-04-27,15.1,4.3,22.8,0,,197,7.2,37.1,1008.1,648
2020-04-28,17,9,23.7,5.3,,250,9.7,31,1003.9,528
2020-04-29,12,8,17.7,10.9,,46,8.3,40,1005,114
2020-04-30,13.7,9.7,18.8,4.2,,188,10.1,33.5,1004.2,270
2020-05-01,13.2,9.3,17.7,0.8,,217,13.3,41.8,1001.8,264
2020-05-02,9.9,6.7,15.2,4.5,,235,11.2,45.7,1005.8,276
2020-05-03,10.7,6.3,15,0,,283,13.3,32.8,1016,168
2020-05-04,9,4.6,11.9,0.2,,300,7.9,23.4,1017.2,12
2020-05-05,7.5,3.6,11.9,2,,324,16.2,59.8,1019.1,618
2020-05-06,11.4,6,16.6,0,,315,19.4,48.2,1021.7,678
2020-05-07,11.1,6.3,17,0,,290,13.7,31.3,1022.1,342
2020-05-08,14.6,6.4,21.6,0,,262,8.6,39.2,1018.1,822
2020-05-09,16.3,8,23,0,,81,7.6,24.1,1015.1,798
2020-05-10,17.5,9.8,24,5.1,,105,9.4,28.8,1006.2,390
2020-05-11,7.2,2.3,15.9,6.1,,345,21.6,45.4,1007.7,18
2020-05-12,7.3,0.7,12.1,0.3,,268,14,35.3,1015.6,420
2020-05-13,9.8,5.6,14.6,0,,232,8.6,28.8,1012.9,228
2020-05-14,9.1,4.4,13.7,0,,3,12.6,30.6,1017.3,390
2020-05-15,9.9,1.5,15.8,0,,326,11.9,41,1019.1,630
2020-05-16,12.6,8.4,16.4,0.2,,267,15.8,45,1020.7,558
2020-05-17,14,9.1,18.8,0,,275,15.1,41,1020.9,642
2020-05-18,16.4,10.9,22.3,0,,267,14,38.5,1020.6,258
2020-05-19,15.4,10.9,20.2,0,,307,15.5,42.8,1019.8,162
2020-05-20,15.5,9.1,21.3,0,,360,11.2,32.8,1022,648
2020-05-21,15.1,7,21.6,0,,75,8.6,25.9,1024,828
2020-05-22,17.4,9.9,22.6,2.1,,134,11.5,29.5,1021.4,402
2020-05-23,15.4,10.7,20.4,0,,231,14.4,43.6,1019.7,60
2020-05-24,12.8,10.2,17.3,10,,265,15.1,56.5,1023.8,288
2020-05-25,12,9.6,13.5,0.9,,304,17.6,45.7,1028,24
2020-05-26,14.5,7.6,20.4,0,,8,10.8,33.8,1034,810
2020-05-27,16.4,7.4,22.7,1.1,,350,9.4,37.4,1031.8,612
2020-05-28,14.9,9.1,20.7,0,,1,18.4,44.6,1029.6,558
2020-05-29,14.6,7.4,20.9,0,,37,13,33.8,1028.6,540
2020-05-30,13.8,7.6,18.3,0,,26,18,46.1,1024.5,564
2020-05-31,15.7,9.4,22.9,0,,13,18.7,42.8,1021.8,546
2020-06-01,17,8.1,24.4,0,,33,15.1,41.4,1023.4,894
2020-06-02,20,10,28.4,0,,1,13,38.9,1016.6,804
2020-06-03,19,12.2,25.3,0,,72,9,27.7,1005.9,756
2020-06-04,18.4,13.5,25.8,3,,134,12.2,47.2,995.4,264
2020-06-05,14.1,11.2,18.6,0.5,,243,14.8,47.9,994.9,180
2020-06-06,14,8.9,19.9,0.1,,221,15.5,41.4,1002,600
2020-06-07,15.4,10,20,0,,192,9.4,26.3,1007.8,84
2020-06-08,17.3,10.6,23,0,,319,9,26.6,1013.4,618
2020-06-09,18.1,12.2,22.3,0,,32,11.9,31,1016.1,324
2020-06-10,16.7,11.3,22.9,3.1,,35,14.8,40,1014.2,312
2020-06-11,16.9,14.4,20.6,2.2,,27,8.3,22.3,1011,72
2020-06-12,20.9,13.9,28.2,0,,51,11.2,32.8,1011.3,336
2020-06-13,21.9,17.6,31.8,17.8,,51,11.2,49.3,1011,258
2020-06-14,21,16.4,26.2,0,,63,13.3,34.6,1012.3,408
2020-06-15,20.1,14.7,25,0,,55,12.6,34.2,1014.5,726
2020-06-16,21,12.9,26.8,0,,18,6.8,31,1014.1,822
2020-06-17,23.3,14.8,28.6,0,,56,9.4,29.2,1011.1,726
2020-06-18,22,17.7,27.2,0,,43,11.5,30.2,1009.6,372
2020-06-19,18.5,16.3,21.7,0.7,,312,12.6,31.3,1012.3,36
2020-06-20,17,14.7,19.7,2.2,,305,22,57.2,1016.5,6
2020-06-21,18.4,14.3,24,0,,320,17.6,36.7,1018.3,318
2020-06-22,20.5,12.9,26.8,0,,311,13.7,51.1,1021.2,756
2020-06-23,19.5,12.3,24.8,0,,347,14,37.4,1024.9,930
2020-06-24,20.8,13.2,25.8,0,,39,11.2,35.3,1024.6,468
2020-06-25,23.4,19.2,28.5,0,,76,14.8,38.9,1021.4,504
2020-06-26,22.6,17.6,29,0.1,,90,10.8,52.2,1015.4,606
2020-06-27,25,16.2,32.2,0,,182,9,32.4,1009.9,672
2020-06-28,22.4,18.4,28.6,6,,247,10.1,35.3,1012.2,270
2020-06-29,19.6,15.5,24.5,0.1,,258,8.3,50.4,1011.4,420
2020-06-30,19.8,15.3,24.3,0,,244,15.8,51.1,1008.5,558
2020-07-01,19.9,17.4,23.4,5.7,,229,11.5,36.4,1007.3,78
2020-07-02,20.4,16,25.3,0,,249,11.2,34.6,1009.8,402
2020-07-03,19.8,15.8,24.4,0,,280,14.4,36.4,1015,480
2020-07-04,21.4,15.3,26.2,0.1,,229,14.8,49.3,1014.5,492
2020-07-05,22.6,19.1,28.2,1.5,,229,16.9,47.2,1009.8,138
2020-07-06,17.7,12.5,22.1,1.1,,261,20.5,57.2,1011.2,534
2020-07-07,16.1,11.8,21.6,0,,274,16.9,46.8,1017.6,402
2020-07-08,15.6,13,18.2,0,,256,12.2,29.2,1015.8,18
2020-07-09,17.2,14.3,20.1,7.1,,209,9,32,1013.5,12
2020-07-10,18.4,12.3,25,11.1,,233,14,59.4,1010.4,126
2020-07-11,15.8,11.4,21.1,0,,286,13,41.4,1022.1,426
2020-07-12,16.3,10.4,21.9,0,,313,13.3,44.6,1026.5,594
2020-07-13,18.8,11.2,24.5,0,,284,6.8,25.6,1023.3,780
2020-07-14,21.9,12.5,28.9,0,,154,8.6,38.9,1014.3,660
2020-07-15,16.5,14.5,18.3,4.9,,329,10.8,32,1012.7,18
2020-07-16,16.8,13.5,21.7,1.3,,314,11.9,40.7,1015.6,252
2020-07-17,16.8,11.9,20.8,2.2,,299,9,28.8,1018.7,246
2020-07-18,21,11.7,27.8,0,,59,4.3,27,1019.4,756
2020-07-19,23.6,16.3,30.8,0,,325,6.5,31.7,1015.7,558
2020-07-20,20.5,14,25.7,0,,289,12.6,52.9,1016,528
2020-07-21,18,12.6,23.6,0,,309,13.3,35.3,1021.4,738
2020-07-22,17.7,10.9,23.2,1.4,,300,11.5,34.2,1021.6,606
2020-07-23,18.6,14.3,24,0,,277,7.9,31.7,1016.9,552
2020-07-24,21.2,13,28.8,0,,226,14.4,51.8,1010.4,534
2020-07-25,21.3,14.2,26.8,0,,261,6.8,25.6,1012.3,360
2020-07-26,18.7,15.3,23.5,10.2,,182,8.3,43.9,1011.5,240
2020-07-27,20.7,13.9,26.5,0.2,,172,7.2,27,1015.8,390
2020-07-28,23,17.8,28.2,0,,248,16.6,44.3,1009.6,480
2020-07-29,19.2,14.6,23.9,0,,276,16.6,43.2,1017.4,480
2020-07-30,18.2,12.4,24.1,0,,284,11.2,35.3,1020.5,606
2020-07-31,20.3,13.3,27.1,0,,319,10.1,33.8,1018.9,834
2020-08-01,22.8,13.5,29.6,0,,99,9.7,25.9,1015.9,804
2020-08-02,21,17.2,23.9,1.4,,180,9,34.6,1012.6,12
2020-08-03,18.8,13.9,23.9,0,,327,12.6,31.7,1011.7,312
2020-08-04,18.3,11.9,24.2,0,,354,9.7,33.1,1014.3,444
2020-08-05,21.2,10.7,28.3,0,,172,7.6,30.6,1018.8,852
2020-08-06,23.7,15.6,30.3,0,,115,9.4,28.4,1021.9,846
2020-08-07,26,18.3,33,0,,93,7.2,27.7,1021.7,714
2020-08-08,28.5,20.2,35.9,0,,119,6.1,27,1019.7,816
2020-08-09,27.7,21.4,36.1,3,,121,7.9,40.7,1017.7,540
2020-08-10,25.5,21.7,32.6,0.2,,102,9.7,31.3,1018,432
2020-08-11,26.2,19.6,33,0,,78,15.5,34.6,1019.5,816
2020-08-12,25.1,18.4,31.5,0,,86,13,32.8,1019,828
2020-08-13,25.3,18.1,31.9,1.1,,98,8.6,28.8,1014.6,306
2020-08-14,23.6,19.1,29.1,0,,85,10.1,25.6,1013.1,96
2020-08-15,25,17.1,31.4,0,,86,7.2,37.8,1014.3,642
2020-08-16,24.9,18.6,31.1,0,,108,11.9,34.9,1014.2,810
2020-08-17,24.8,16.4,31.5,0,,101,9.4,29.5,1009.8,714
2020-08-18,21.2,18.4,25.9,7.3,,315,11.9,32.4,1009.4,162
2020-08-19,21.4,16.6,26.2,0,,324,9.4,23.8,1010.5,552
2020-08-20,24.4,17.1,31.5,0,,149,8.6,31,1010.9,408
2020-08-21,28.4,20.1,36.4,0.5,,172,9.4,34.6,1010.7,588
2020-08-22,23.2,17.7,26.4,10.3,,225,10.8,48.6,1013.1,156
2020-08-23,20.6,16.2,25.1,0,,256,15.8,46.8,1013.8,534
2020-08-24,18.8,15.4,23.2,0,,258,14.8,42.8,1014,312
2020-08-25,18.7,13.5,23.6,0.3,,240,10.8,30.6,1011.8,492
2020-08-26,17.7,15.5,21.5,7.1,,232,20.2,59.4,1004.2,114
2020-08-27,16.5,12.4,20,0.3,,275,21.2,63.7,1012.4,204
2020-08-28,17.5,12.3,23.2,0.1,,159,10.4,35.6,1005.1,108
2020-08-29,19.1,15,23.7,0,,228,7.6,25.6,1004.8,264
2020-08-30,17.8,12.9,23.6,11.6,,71,6.8,31.7,1008.1,180
2020-08-31,17.3,13.2,22.9,0,,336,11.2,28.8,1014.8,378
2020-09-01,15,10.4,18.9,0,,38,10.1,30.6,1017.9,210
2020-09-02,14.5,11.2,18.9,11.9,,296,9.7,34.6,1016.8,84
2020-09-03,17.7,13.2,22.8,4.9,,254,12.2,42.1,1018.8,516
2020-09-04,18.5,15.3,23.2,0.4,,234,11.9,33.5,1019.3,204
2020-09-05,16.2,13.4,18.3,0.1,,264,10.8,34.9,1016.5,0
2020-09-06,15.5,11.6,20,0,,261,12.6,34.9,1018.5,624
2020-09-07,15.3,12.4,20,0,,271,10.1,36,1023,408
2020-09-08,17.3,11.4,23.2,0,,237,14,46.4,1024.1,180
2020-09-09,20,15.2,25.4,1,,239,13,52.2,1019.7,174
2020-09-10,14.8,9.7,19.7,0,,290,12.2,36.4,1020.8,444
2020-09-11,16.3,8.6,22.4,0,,150,6.5,27.7,1018.3,648
2020-09-12,18.3,9.4,27.1,0,,230,11.9,38.9,1018.4,660
2020-09-13,18.2,11.6,25,0,,235,8.6,29.9,1025.4,576
2020-09-14,21.1,11.5,29.7,0,,142,5.8,21.6,1026.8,678
2020-09-15,23.2,15.8,30.9,0,,131,9.7,28.8,1021.2,684
2020-09-16,22.1,15.1,29.8,0,,304,12.2,43.9,1017.2,558
2020-09-17,14.6,8.6,19,0,,15,16.9,41.4,1027.7,678
2020-09-18,13,5.1,20.2,0,,90,6.1,23.8,1029.5,690
