date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
20230903,19.4,14.4,26.1,0,,41,6.5,,1025.6,
20230904,20.7,12,27.7,0,,90,14.6,,1025.4,
20230905,21,14.4,28.1,0,,99,16.6,,1021.4,
20230906,19.9,10.5,29.3,0,,87,11.3,,1020.5,
20230907,20.4,12.5,29.7,0,,90,11.9,,1019.7,
20230908,21,12.4,29.6,0,,83,8.4,,1018.5,
20230909,21.6,14.2,30.3,0,,96,6.6,,1017.7,
20230910,21.8,14.4,30.6,0,,26,5.6,,1018,
20230911,21.5,13.5,30.4,0,,107,6,,1015.1,
20230912,22.8,14.2,31,0.1,,183,7.3,,1012.6,
20230913,19.9,17.8,23.2,0,,274,10.9,,1016.4,
20230914,17.1,11.4,23.3,0,,26,7.5,,1021.3,
20230915,17.9,9.4,26.7,0,,84,10.6,,1017.9,
20230916,21.1,12.6,29.2,0,,96,8.7,,1014.9,
20230917,23.5,15.7,29.8,0.9,,157,8.5,,1014.6,
20230918,19.7,16.3,23.6,4.3,,183,11.8,,1010.7,
20230919,18.4,15.1,22.2,0,,243,16.9,,1014.8,
20230920,19.3,14.9,26.2,0.2,,173,10.1,,1012.7,
20230921,19.2,13.7,26.8,10.6,,177,9.5,,1003.4,
20230922,15.2,12,19.7,2.9,,209,14.2,,1005.5,
20230923,13.6,8.6,18.5,0,,248,12.3,,1016.9,
20230924,12.6,5.9,20.6,0,,126,7.9,,1026,
20230925,14.2,6.5,22.5,0,,100,10.7,,1024.2,
20230926,15.3,7.2,24.5,0,,104,6.2,,1021.9,
20230927,16.2,7.9,25.7,0,,127,7.4,,1020.2,
20230928,18.1,11.4,27.6,0,,180,7.4,,1018.6,
20230929,18.9,11.2,27.7,0,,210,14.4,,1019.9,
20230930,15.9,10.1,21.3,0,,312,9,,1026.5,
20231001,15,7.7,24.4,0,0,172,5.9,,1026,
20231002,16.8,8.4,27.1,0,0,145,7.1,,1022.2,
20231003,18.4,11.6,26.4,6.4,0,222,18.4,,1019,
20231004,12.6,7.3,18.5,0,0,247,10.1,,1029,
20231005,10.8,6.4,16.7,0,0,213,7.8,,1027.3,
20231006,12.1,4.3,19.6,0,0,202,7.4,,1027,
20231007,14.5,5.7,19.8,0,0,229,13.9,,1025.7,
20231008,17.4,12.3,23.3,0,0,241,11.3,,1025.7,
20231009,16.8,11,23.5,0,0,239,12.7,,1022.1,
20231010,15.6,9.2,23.4,0,0,219,8.2,,1022,
